plot,Spp,dist,azim,ht,crown w1,crown w2,crown area,herb cover,# planted
1.4.3,CEIN,2.6,57,4,65,90,6006.25,,
1.4.3,CEIN,1.7,57,4,100,120,12100,,
1.4.3,CEIN,0.8,63,2,35,40,1406.25,,
1.4.3,CEPR,1.1,63,1,30,45,1406.25,,
1.4.3,CEIN,1.9,73,1,30,35,1056.25,,
1.4.3,CEIN,3.5,76,4,260,120,36100,,
1.4.3,CEIN,3.4,84,4,240,120,32400,,
1.4.3,CEIN,2.1,85,4,130,140,18225,,
1.4.3,ARPA,1.9,83,3,65,75,4900,,
1.4.3,CEPR,0.7,95,1,45,50,2256.25,,
1.4.3,CEIN,0.7,93,2,25,35,900,,
1.4.3,CEIN,1.2,95,3,75,135,11025,,
1.4.3,CEIN,1.9,109,4,145,160,23256.25,,
1.4.3,CEIN,3.1,125,4,140,115,16256.25,,
1.4.3,QUKE,3.3,138,5,160,180,28900,,
1.4.3,CEIN,2.4,154,4,270,160,46225,,
1.4.3,CEIN,3,172,4,150,160,24025,,
1.4.3,CEPR,3,172,1,60,90,5625,,
1.4.3,CEIN,0.9,138,2,35,45,1600,,
1.4.3,CEIN,1.1,138,2,45,60,2756.25,,
1.4.3,forb,,,,,,0,1,
1.4.3,gram,,,,,,0,0,
1.4.4,CEIN,0.8,163,4,115,165,19600,,
1.4.4,CEIN,3,163,4,160,155,24806.25,,
1.4.4,CEIN,3,183,4,140,120,16900,,
1.4.4,CEIN,2.7,226,4,160,400,78400,,
1.4.4,CEIN,2.1,202,4,100,95,9506.25,,
1.4.4,CEIN,1.7,237,4,140,220,32400,,
1.4.4,CEIN,1.9,300,4,230,190,44100,,
1.4.4,CEIN,2.6,330,4,360,210,81225,,
1.4.4,CEIN,1.1,350,4,50,120,7225,,
1.4.4,CEIN,2.4,4,4,240,130,34225,,
1.4.4,CEIN,2.2,35,4,220,200,44100,,
1.4.4,CEIN,3.3,49,4,125,210,28056.25,,
1.4.4,CEIN,1.5,72,4,130,150,19600,,
1.4.4,CEIN,2.4,71,4,170,180,30625,,
1.4.4,CEIN,3.9,80,4,145,185,27225,,
1.4.4,CEIN,3.6,92,4,110,135,15006.25,,
1.4.4,CEIN,3,114,4,230,210,48400,,
1.4.4,CEIN,4,144,4,105,125,13225,,
1.4.4,gram,,,,,,0,0,
1.4.4,forb,,,,,,0,1,
1.4.5,CEIN,1,175,3,100,115,11556.25,,
1.4.5,CEIN,0.8,218,2,45,60,2756.25,,
1.4.5,CEIN,1.5,218,3,105,110,11556.25,,
1.4.5,CEIN,0.7,278,2,60,65,3906.25,,
1.4.5,CEIN,0.2,285,2,45,40,1806.25,,
1.4.5,CEIN,2.5,205,3,100,120,12100,,
1.4.5,CEIN,3.8,205,2,70,60,4225,,
1.4.5,CEIN,2.6,229,2,85,60,5256.25,,
1.4.5,CEIN,3.5,230,3,135,95,13225,,
1.4.5,CEIN,2.6,237,3,75,70,5256.25,,
1.4.5,CEIN,3.2,250,4,220,155,35156.25,,
1.4.5,CEIN,3.8,270,1,30,40,1225,,
1.4.5,CEIN,2.5,289,4,220,190,42025,,
1.4.5,CEIN,4,291,2,50,30,1600,,
1.4.5,CEIN,3.7,314,2,30,35,1056.25,,
1.4.5,CEIN,3.9,327,1,45,30,1406.25,,
1.4.5,CEIN,3.8,338,2,35,40,1406.25,,
1.4.5,CEIN,2.5,341,3,50,130,8100,,
1.4.5,CEIN,1.7,341,3,180,200,36100,,
1.4.5,CEIN,3.9,341,3,160,90,15625,,
1.4.5,CEIN,3.9,8,4,55,145,10000,,
1.4.5,CEIN,2.7,13,3,115,130,15006.25,,
1.4.5,CEIN,3.6,25,3,65,40,2756.25,,
1.4.5,CEIN,1.4,30,3,100,100,10000,,
1.4.5,CEIN,1.3,55,3,165,80,15006.25,,
1.4.5,CEIN,2.8,55,4,95,90,8556.25,,
1.4.5,CEIN,3.5,57,3,50,45,2256.25,,
1.4.5,CEIN,3.7,55,4,100,65,6806.25,,
1.4.5,CEIN,3.6,70,3,95,75,7225,,
1.4.5,CEIN,2.5,76,4,130,140,18225,,
1.4.5,CEIN,3.3,88,4,120,150,18225,,
1.4.5,CEIN,2.6,108,2,25,20,506.25,,
1.4.5,CEIN,0.9,107,2,45,65,3025,,
1.4.5,CEIN,1.4,107,2,40,80,3600,,
1.4.5,forb,,,,,,0,1,
1.4.5,gram,,,,,,0,0,
1.4.6,CEIN,2.1,178,2,45,40,1806.25,,
1.4.6,CEIN,3.3,180,4,145,100,15006.25,,
1.4.6,CEIN,2.2,182,3,55,65,3600,,
1.4.6,CEIN,2.4,193,3,60,80,4900,,
1.4.6,CEIN,2.9,193,3,55,65,3600,,
1.4.6,CEIN,3.3,199,2,55,45,2500,,
1.4.6,CEIN,2.7,219,4,18,175,9312.25,,
1.4.6,CEIN,3,230,3,90,80,7225,,
1.4.6,CEIN,4,230,4,160,120,19600,,
1.4.6,CEIN,3.6,224,3,75,65,4900,,
1.4.6,CEIN,3.2,249,2,55,45,2500,,
1.4.6,CEIN,2.3,256,3,85,90,7656.25,,
1.4.6,CEIN,1.9,265,3,85,75,6400,,
1.4.6,CEIN,3.1,265,4,95,150,15006.25,,
1.4.6,CEIN,4,275,3,65,80,5256.25,,
1.4.6,CEIN,3.5,279,3,55,50,2756.25,,
1.4.6,CEIN,3.1,283,3,60,75,4556.25,,
1.4.6,CEIN,2.6,283,3,75,55,4225,,
1.4.6,CEIN,4.1,283,3,60,90,5625,,
1.4.6,CEIN,3.4,299,2,35,55,2025,,
1.4.6,CEIN,4,309,3,100,115,11556.25,,
1.4.6,CEIN,2.6,305,2,40,45,1806.25,,
1.4.6,CEIN,3.7,332,3,85,75,6400,,
1.4.6,CEIN,3.4,342,4,130,100,13225,,
1.4.6,CEIN,2.2,341,4,80,75,6006.25,,
1.4.6,CEIN,3.4,356,3,90,100,9025,,
1.4.6,CEIN,2.5,356,3,85,85,7225,,
1.4.6,CEIN,1.8,22,4,160,175,28056.25,,
1.4.6,CEIN,3.1,17,3,105,90,9506.25,,
1.4.6,CEIN,3.3,23,2,70,65,4556.25,,
1.4.6,CEIN,2.9,36,3,95,70,6806.25,,
1.4.6,CEIN,2.6,66,3,100,100,10000,,
1.4.6,CEIN,3.3,78,2,85,90,7656.25,,
1.4.6,CEIN,2.7,86,2,110,120,13225,,
1.4.6,CEIN,2.1,113,3,90,85,7656.25,,
1.4.6,CEIN,2.1,97,2,45,45,2025,,
1.4.6,CEIN,1.6,86,2,45,65,3025,,
1.4.6,CEIN,1.2,81,2,75,40,3306.25,,
1.4.6,CEIN,2.6,128,2,65,75,4900,,
1.4.6,gram,,,,,,0,0,
1.4.6,forb,,,,,,0,0,
2.1.1,ABCO,1.4,180,2,40,40,1600,,
2.1.1,QUKE,1.3,262,1,20,20,400,,
2.1.1,ABCO,2.1,307,1,15,15,225,,
2.1.1,CEPR,1.7,333,1,100,100,10000,,
2.1.1,QUKE,3.8,32,1,10,15,156.25,,
2.1.1,ABCO,3.3,31,2,20,20,400,,
2.1.1,PSME,3.3,30,2,25,30,756.25,,
2.1.1,ABCO,3.8,46,2,45,40,1806.25,,
2.1.1,ABCO,2.9,62,2,30,30,900,,
2.1.1,PILA,3.9,62,1,15,15,225,,
2.1.1,ABCO,4.1,67,2,25,25,625,,
2.1.1,ABCO,1.6,73,2,32,27,870.25,,
2.1.1,PILA,3.5,67,1,5,5,25,,
2.1.1,ABCO,2.6,77,2,34,26,900,,
2.1.1,ABCO,2.6,85,2,28,24,676,,
2.1.1,CADE,3.9,117,2,20,25,506.25,,
2.1.1,ABCO,4.2,158,1,7,12,90.25,,
2.1.1,QUKE,1.6,359,1,5,5,25,,
2.1.1,GRAM,,,,,,0,2,
2.1.1,FORB,,,,,,0,1,
2.1.2,CEIN,1.8,199,3,60,150,11025,,
2.1.2,CEIN,2.5,219,2,30,60,2025,,
2.1.2,CEIN,2,255,3,70,130,10000,,
2.1.2,CEIN,2.7,284,3,70,130,10000,,
2.1.2,CEIN,3.5,313,4,160,250,42025,,
2.1.2,PIPO,1.7,22,5,130,130,16900,,
2.1.2,CATE,0.7,50,5,120,95,11556.25,,
2.1.2,PSME,3.6,124,2,15,25,400,,
2.1.2,gram,,,,,,0,2,
2.1.2,forb,,,,,,0,1,
2.1.3,ABCO,3.6,216,1,6,10,64,,
2.1.3,SYMO,3.7,333,1,14,5,90.25,,
2.1.3,SYMO,1.5,355,1,10,4,49,,
2.1.3,SYMO,1.6,350,1,8,5,42.25,,
2.1.3,SYMO,1,348,1,4,3,12.25,,
2.1.3,SYMO,4.2,102,1,20,15,306.25,,
2.1.3,PILA,3.9,192,1,5,5,25,,
2.1.3,forb,,,,,,0,1,
2.1.3,gram,,,,,,0,1,
2.1.4,QUKE,2.3,68,1,5,11,64,,
2.1.4,QUKE,3.1,59,1,10,12,121,,
2.1.4,QUKE,2,10,1,10,5,56.25,,
2.1.4,QUKE,4,13,1,8,6,49,,
2.1.4,QUKE,4,21,1,10,10,100,,
2.1.4,QUKE,4.1,350,1,15,11,169,,
2.1.4,ABCO,4.1,279,4,120,125,15006.25,,
2.1.4,QUKE,3.9,262,1,12,15,182.25,,
2.1.4,QUKE,4.2,265,1,12,10,121,,
2.1.4,QUKE,2.9,251,1,14,10,144,,
2.1.4,QUKE,3,186,1,10,5,56.25,,
2.1.4,QUKE,3.2,186,1,8,6,49,,
2.1.4,PILA,3.8,173,1,5,7,36,,
2.1.4,gram,,,,,,0,2,
2.1.4,forb,,,,,,0,0,
2.1.5,CEIN,2.7,220,4,135,150,20306.25,,
2.1.5,ABCO,2.4,16,1,17,20,342.25,,
2.1.5,PILA,3.9,44,1,10,12,121,,
2.1.5,PILA,3.7,72,1,12,14,169,,
2.1.5,PILA,2.6,70,1,12,12,144,,
2.1.5,ABCO,3.7,75,2,27,30,812.25,,
2.1.5,RIRO,2.4,75,2,55,80,4556.25,,
2.1.5,ABCO,2.1,75,2,30,35,1056.25,,
2.1.5,ABCO,0.9,60,2,35,25,900,,
2.1.5,PILA,0.4,114,2,45,50,2256.25,,
2.1.5,ABCO,3,88,3,45,65,3025,,
2.1.5,ABCO,3.2,88,3,40,55,2256.25,,
2.1.5,ABCO,3.6,88,2,25,30,756.25,,
2.1.5,ABCO,3.2,101,2,25,25,625,,
2.1.5,ABCO,2.9,104,1,25,35,900,,
2.1.5,CEIN,3.2,118,4,100,170,18225,,
2.1.5,ABCO,3.4,118,2,40,55,2256.25,,
2.1.5,PILA,3.5,122,1,25,30,756.25,,
2.1.5,ABCO,3.6,133,2,25,30,756.25,,
2.1.5,ABCO,3.4,137,1,22,35,812.25,,
2.1.5,PILA,1.6,151,1,10,12,121,,
2.1.5,ABCO,2.6,168,2,45,40,1806.25,,
2.1.5,gram,,,,,,0,1,
2.1.5,forb,,,,,,0,1,
2.1.6,RIRO,1.6,248,1,45,55,2500,,
2.1.6,RIRO,1.6,262,2,50,55,2756.25,,
2.1.6,PSME,1.5,285,1,15,15,225,,
